FocusSector,Industry Group,Country,Exchange,Ticker,Company Name,Market,Turnover_USD,Above200DMA,Ret252,profit_margin,roe,revenue_growth,verified,yf,unverified_reason,expansion_signal
Medical Devices,Healthcare Products,South Korea,XKON,A200580,"MEDYSSEY Co.,Ltd (XKON:A200580)",KR,,,,,,,UNVERIFIED,200580.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A058110,"MEKICS CO., Ltd (KOSDAQ:A058110)",KR,,,,,,,UNVERIFIED,058110.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A059210,"Meta Biomed Co., Ltd. (KOSDAQ:A059210)",KR,,,,,,,UNVERIFIED,059210.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A305090,"Micro Digital Co., Ltd. (KOSDAQ:A305090)",KR,,,,-1.0235701,-0.45259997,-0.402,NOT-PROFITABLE,305090.KQ,,False
Medical Devices,Healthcare Products,South Korea,XKON,A448780,"Micro-Nx Co., Ltd. (XKON:A448780)",KR,,,,,,,UNVERIFIED,448780.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,XKON,A244880,"NANOOMTECH Co.,Ltd. (XKON:A244880)",KR,,,,,,,UNVERIFIED,244880.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A290660,"Neofect Co., Ltd. (KOSDAQ:A290660)",KR,,,,-1.0259,-0.31871998,-0.16,NOT-PROFITABLE,290660.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A389650,"Next Biomedical Co.,Ltd. (KOSDAQ:A389650)",KR,,,,-0.0021600001,-0.00077,0.092,NOT-PROFITABLE,389650.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A376930,"Noul Co.,Ltd. (KOSDAQ:A376930)",KR,,,,0.0,-1.09715,-0.769,NOT-PROFITABLE,376930.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A131030,"OPTUS Pharmaceutical Co., Ltd. (KOSDAQ:A131030)",KR,,,,0.13856,0.07907,0.238,PROFITABLE,131030.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A226400,"OSTEONIC Co., Ltd. (KOSDAQ:A226400)",KR,,,,0.19261,0.14319,0.354,PROFITABLE,226400.KQ,,True
Medical Devices,Healthcare Products,South Korea,XKON,A332190,"OceansBio co.,ltd. (XKON:A332190)",KR,,,,,,,UNVERIFIED,332190.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A036220,"Osang Healthcare Co.,Ltd (KOSDAQ:A036220)",KR,,,,-0.03712,-0.01572,-0.288,NOT-PROFITABLE,036220.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A460940,"P&S Robotics Co., Ltd. (KOSDAQ:A460940)",KR,,,,0.36299,0.07764,-0.45,PROFITABLE,460940.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A405000,"Plasmapp Co., Ltd. (KOSDAQ:A405000)",KR,,,,-0.60830003,-2.2298899,1.708,NOT-PROFITABLE,405000.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A335810,"Precision Biosensor, Inc. (KOSDAQ:A335810)",KR,,,,-0.35252,-0.23545,0.522,NOT-PROFITABLE,335810.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A303360,Protia Inc. (KOSDAQ:A303360),KR,,,,0.29147,0.16157,0.418,PROFITABLE,303360.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A228670,"Ray Co., Ltd. (KOSDAQ:A228670)",KR,,,,0.03192,0.0127799995,0.049,PROFITABLE,228670.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A228850,"Rayence Co., Ltd. (KOSDAQ:A228850)",KR,,,,0.0031299999,0.0012800001,0.349,PROFITABLE,228850.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A302550,"Remed Co.,Ltd. (KOSDAQ:A302550)",KR,,,,0.04701,0.018029999,0.114,PROFITABLE,302550.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A214610,"RollingStone Co., Ltd. (KOSDAQ:A214610)",KR,,,,,,,UNVERIFIED,214610.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,XKON,A253610,"RootLoc Co., Ltd. (XKON:A253610)",KR,,,,,,,UNVERIFIED,253610.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A246960,SCL Science Inc. (KOSDAQ:A246960),KR,,,,-0.11557,-0.13252,2.379,NOT-PROFITABLE,246960.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSE,A137310,"SD Biosensor, Inc (KOSE:A137310)",KR,,,,-0.65489,-0.17982,0.044,NOT-PROFITABLE,137310.KS,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A208370,"SELVAS Healthcare, Inc. (KOSDAQ:A208370)",KR,,,,0.56033003,0.22797,-0.088,PROFITABLE,208370.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A398120,"SG HealthCare Co., Ltd. (KOSDAQ:A398120)",KR,,,,0.052729998,0.056560002,0.349,PROFITABLE,398120.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A188260,Sanigen Co. Ltd (KOSDAQ:A188260),KR,,,,-0.35307997,-0.94263,-0.215,NOT-PROFITABLE,188260.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A458870,"Seers Technology Co., LTD. (KOSDAQ:A458870)",KR,,,,0.39703998,0.80367994,6.996,PROFITABLE,458870.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A100700,"Sewoon Medical Co., Ltd (KOSDAQ:A100700)",KR,,,,,,,UNVERIFIED,100700.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSE,A004080,"Shinhung Co., Ltd (KOSE:A004080)",KR,,,,0.03184,0.030350002,0.065,PROFITABLE,004080.KS,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A035610,"Solborn, Inc. (KOSDAQ:A035610)",KR,,,,0.23694,0.17177999,0.422,PROFITABLE,035610.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A253840,Sugentech Inc. (KOSDAQ:A253840),KR,,,,-2.4783,-0.29455,0.242,NOT-PROFITABLE,253840.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSE,A008490,"Suheung Co., Ltd. (KOSE:A008490)",KR,,,,0.06645,0.10353,0.115,PROFITABLE,008490.KS,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A048870,"Synergy Innovation Co., Ltd. (KOSDAQ:A048870)",KR,,,,0.053590003,0.0559,-0.008,PROFITABLE,048870.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A340570,"T&L Co., Ltd. (KOSDAQ:A340570)",KR,,,,0.24485001,0.19984,-0.122,PROFITABLE,340570.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A246710,"T&R Biofab Co., Ltd. (KOSDAQ:A246710)",KR,,,,-1.04973,-1.46056,0.465,NOT-PROFITABLE,246710.KQ,,True
Medical Devices,Healthcare Products,South Korea,XKON,A336040,"TASCOM Co.,Ltd. (XKON:A336040)",KR,,,,,,,UNVERIFIED,336040.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A475960,"Tomocube, Inc. (KOSDAQ:A475960)",KR,,,,-0.25219,-0.08733,3.206,NOT-PROFITABLE,475960.KQ,,True
Medical Devices,Healthcare Products,South Korea,XKON,A337840,"UXN Co., Ltd. (XKON:A337840)",KR,,,,,,,UNVERIFIED,337840.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A043150,"Value Added Technology Co., Ltd. (KOSDAQ:A043150)",KR,,,,,,,UNVERIFIED,043150.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A100120,"Vieworks Co., Ltd. (KOSDAQ:A100120)",KR,,,,0.12003,0.118310004,0.069,PROFITABLE,100120.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A338220,Vuno Inc. (KOSDAQ:A338220),KR,,,,-0.19429001,-0.18857001,-0.197,NOT-PROFITABLE,338220.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A336570,"WON TECH Co.,Ltd. (KOSDAQ:A336570)",KR,,,,0.21122,0.22662,0.076,PROFITABLE,336570.KQ,,False
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A307280,"Wonbiogen Co., Ltd. (KOSDAQ:A307280)",KR,,,,0.19416,0.17719999,0.124,PROFITABLE,307280.KQ,,True
Medical Devices,Healthcare Products,South Korea,KOSDAQ,A099190,"i-SENS, Inc. (KOSDAQ:A099190)",KR,,,,,,,UNVERIFIED,099190.KQ,yfinance_data_gap,False
Medical Devices,Healthcare Products,Spain,BME,PRM,"Prim, S.A. (BME:PRM)",,,,,0.051999997,0.09646,-0.01,PROFITABLE,PRM.MC,,False
Medical Devices,Healthcare Products,Sweden,OM,ADDV A,ADDvise Group AB (publ) (OM:ADDV A),SE,,,,,,,UNVERIFIED,ADDV-A.ST,yfinance_data_gap,False
Medical Devices,Healthcare Products,Sweden,OM,ACARIX,Acarix AB (publ) (OM:ACARIX),SE,,,,0.0,-0.88295996,0.402,NOT-PROFITABLE,ACARIX.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,ARCOMA,Arcoma AB (OM:ARCOMA),SE,,,,0.029879998,0.05546,-0.107,PROFITABLE,ARCOMA.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,ARJO B,Arjo AB (publ) (OM:ARJO B),SE,,,,0.03518,0.050219998,0.03,PROFITABLE,ARJO-B.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,ASKER,Asker Healthcare Group AB (OM:ASKER),SE,,,,0.03797,0.104890004,0.175,PROFITABLE,ASKER.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,BACTI B,Bactiguard Holding AB (publ) (OM:BACTI B),SE,,,,-0.042340003,-0.02855,0.119,NOT-PROFITABLE,BACTI-B.ST,,True
Medical Devices,Healthcare Products,Sweden,XSAT,BIBB,BiBBInstruments AB (XSAT:BIBB),SE,,,,0.0,-0.40987,1.923,NOT-PROFITABLE,BIBB.ST,,True
Medical Devices,Healthcare Products,Sweden,NGM,BIOWKS,Bio-Works Technologies AB (publ) (NGM:BIOWKS),SE,,,,-0.03131,-0.056700002,2.265,NOT-PROFITABLE,BIOWKS.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,BOUL,Boule Diagnostics AB (publ) (OM:BOUL),SE,,,,-0.00597,-0.01637,-0.132,NOT-PROFITABLE,BOUL.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,BRAIN,BrainCool AB (publ) (OM:BRAIN),SE,,,,-0.83629,-0.24152,-0.052,NOT-PROFITABLE,BRAIN.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,CRAD B,C-Rad AB (publ) (OM:CRAD B),SE,,,,0.11219,0.1409,0.157,PROFITABLE,CRAD-B.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,CARE,Careium AB (Publ) (OM:CARE),SE,,,,0.04151,0.05878,0.243,PROFITABLE,CARE.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,CEVI,CellaVision AB (publ) (OM:CEVI),SE,,,,0.17465,0.15108,0.045,PROFITABLE,CEVI.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,CMH,Chordate Medical Holding AB (publ) (OM:CMH),SE,,,,,,,UNVERIFIED,CMH.ST,yfinance_data_gap,False
Medical Devices,Healthcare Products,Sweden,OM,CLS B,Clinical Laserthermia Systems AB (publ) (OM:CLS B),SE,,,,0.0,-0.73307,-0.183,NOT-PROFITABLE,CLS-B.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,EKTA B,Elekta AB (publ) (OM:EKTA B),SE,,,,-0.031040002,-0.06452,-0.076,NOT-PROFITABLE,EKTA-B.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,EPIS B,Episurf Medical AB (publ) (OM:EPIS B),SE,,,,0.0,-0.27864,2.36,NOT-PROFITABLE,EPIS-B.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,FLUI,Fluicell AB (publ) (OM:FLUI),SE,,,,-0.116510004,-0.15262,1.86,NOT-PROFITABLE,FLUI.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,GETI B,Getinge AB (publ) (OM:GETI B),SE,,,,0.07816,0.08948,0.017,PROFITABLE,GETI-B.ST,,False
Medical Devices,Healthcare Products,Sweden,NGM,GTAB B,Glycorex Transplantation AB (publ) (NGM:GTAB B),SE,,,,,,,UNVERIFIED,GTAB-B.ST,yfinance_data_gap,False
Medical Devices,Healthcare Products,Sweden,OM,ICO,Iconovo AB (publ) (OM:ICO),SE,,,,-2.91314,-0.29196,-0.142,NOT-PROFITABLE,ICO.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,IMMNOV,Immunovia AB (publ) (OM:IMMNOV),SE,,,,0.0,-4.26966,3.511,NOT-PROFITABLE,IMMNOV.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,INTEG B,Integrum AB (publ) (OM:INTEG B),SE,,,,-0.48198003,-0.26503,-0.073,NOT-PROFITABLE,INTEG-B.ST,,False
Medical Devices,Healthcare Products,Sweden,NGM,LUMITO,Lumito AB (publ) (NGM:LUMITO),SE,,,,,,,UNVERIFIED,LUMITO.ST,yfinance_data_gap,False
Medical Devices,Healthcare Products,Sweden,OM,LXB,Luxbright AB (publ) (OM:LXB),SE,,,,-1.4159801,-0.63719004,-0.02,NOT-PROFITABLE,LXB.ST,,False
Medical Devices,Healthcare Products,Sweden,NGM,MCLR,Medclair AB (NGM:MCLR),SE,,,,,,,UNVERIFIED,MCLR.ST,yfinance_data_gap,False
Medical Devices,Healthcare Products,Sweden,XSAT,MONI,Monivent AB (XSAT:MONI),SE,,,,-1.9398199,-1.98158,0.299,NOT-PROFITABLE,MONI.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,NANEXA,Nanexa AB (publ) (OM:NANEXA),SE,,,,-0.30186,-0.14840999,-0.2,NOT-PROFITABLE,NANEXA.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,NANECH,NanoEcho AB (publ) (OM:NANECH),SE,,,,0.0,-0.73877996,,NOT-PROFITABLE,NANECH.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,NEOLA,Neola Medical AB (publ) (OM:NEOLA),SE,,,,-1.3249099,-0.1528,0.326,NOT-PROFITABLE,NEOLA.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,NOSA,Nosa Plugs AB (OM:NOSA),SE,,,,-0.30515,-0.31199,0.935,NOT-PROFITABLE,NOSA.ST,,True
Medical Devices,Healthcare Products,Sweden,NGM,ODIN,Odinwell AB (publ) (NGM:ODIN),SE,,,,-1.3401401,-0.15828,-0.05,NOT-PROFITABLE,ODIN.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,ORT B,Ortoma AB (publ) (OM:ORT B),SE,,,,-1.94468,-0.37293,-0.456,NOT-PROFITABLE,ORT-B.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,OSSD,OssDsign AB (publ) (OM:OSSD),SE,,,,-0.27752,-0.1908,-0.171,NOT-PROFITABLE,OSSD.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,PAX,Paxman AB (publ) (OM:PAX),SE,,,,-0.03285,-0.03311,0.307,NOT-PROFITABLE,PAX.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,PERP B,Perpetua Medical AB (publ) (OM:PERP B),SE,,,,0.10411,-0.016900001,0.544,NOT-PROFITABLE,PERP-B.ST,,True
Medical Devices,Healthcare Products,Sweden,NGM,POLAR,PolarCool AB (publ) (NGM:POLAR),SE,,,,0.0,-1.38202,0.646,NOT-PROFITABLE,POLAR.ST,,True
Medical Devices,Healthcare Products,Sweden,NGM,PRLD,Prolight Diagnostics AB (publ) (NGM:PRLD),SE,,,,,,,UNVERIFIED,PRLD.ST,yfinance_data_gap,False
Medical Devices,Healthcare Products,Sweden,OM,QLINEA,Q-linea AB (publ) (OM:QLINEA),SE,,,,0.0,-0.75504,2.093,NOT-PROFITABLE,QLINEA.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,QLIFE,Qlife Holding AB (publ) (OM:QLIFE),SE,,,,0.0,-26.86996,-0.809,NOT-PROFITABLE,QLIFE.ST,,False
Medical Devices,Healthcare Products,Sweden,XSAT,REDS,Redsense Medical AB (publ) (XSAT:REDS),SE,,,,-0.10107,-0.07985,0.389,NOT-PROFITABLE,REDS.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,S2M,S2Medical AB (publ) (OM:S2M),SE,,,,-0.62579,-0.70609003,0.085,NOT-PROFITABLE,S2M.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,SDOS,ScandiDos AB (publ) (OM:SDOS),SE,,,,-0.05913,-0.07929,0.077,NOT-PROFITABLE,SDOS.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,CMOTEC B,Scandinavian ChemoTech AB (publ) (OM:CMOTEC B),SE,,,,-0.50012,-2.36483,0.132,NOT-PROFITABLE,CMOTEC-B.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,HEART,Scandinavian Real Heart AB (Publ) (OM:HEART),SE,,,,0.0,-0.5468,,NOT-PROFITABLE,HEART.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,SCIB,SciBase Holding AB (publ) (OM:SCIB),SE,,,,-1.98049,-1.7973399,0.612,NOT-PROFITABLE,SCIB.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,SEDANA,Sedana Medical AB (publ) (OM:SEDANA),SE,,,,-0.18332,-0.039619997,-0.014,NOT-PROFITABLE,SEDANA.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,SEZI,Senzime AB (publ) (OM:SEZI),SE,,,,-1.09296,-0.35351002,-0.04,NOT-PROFITABLE,SEZI.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,SPEC,SpectraCure AB (publ) (OM:SPEC),SE,,,,0.0,-0.40162,,NOT-PROFITABLE,SPEC.ST,,False
Medical Devices,Healthcare Products,Sweden,OM,STIL,Stille AB (OM:STIL),SE,,,,0.10682,0.09849,0.499,PROFITABLE,STIL.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,SUS,Surgical Science Sweden AB (publ) (OM:SUS),SE,,,,0.05343,0.01174,-0.061,PROFITABLE,SUS.ST,,False
Medical Devices,Healthcare Products,Sweden,XSAT,VSD B,Vibrosense Dynamics AB (publ) (XSAT:VSD B),SE,,,,-2.9309201,,-0.495,UNVERIFIED,VSD-B.ST,yfinance_data_gap,False
Medical Devices,Healthcare Products,Sweden,OM,VIMIAN,Vimian Group AB (publ) (OM:VIMIAN),SE,,,,0.08161,0.052729998,0.166,PROFITABLE,VIMIAN.ST,,True
Medical Devices,Healthcare Products,Sweden,OM,XVIVO,Xvivo Perfusion AB (publ) (OM:XVIVO),SE,,,,0.09894,0.04127,0.34,PROFITABLE,XVIVO.ST,,True
Medical Devices,Healthcare Products,Switzerland,SWX,ALC,Alcon Inc. (SWX:ALC),CH,,,,0.0592,0.029409999,0.087,PROFITABLE,ALC.SW,,False
Medical Devices,Healthcare Products,Switzerland,SWX,CLTN,COLTENE Holding AG (SWX:CLTN),CH,,,,0.06273,0.16036,-0.044,PROFITABLE,CLTN.SW,,False
Medical Devices,Healthcare Products,Switzerland,SWX,VBSN,IVF Hartmann Holding AG (SWX:VBSN),CH,,,,0.11303,0.11902001,0.026,PROFITABLE,VBSN.SW,,False
Medical Devices,Healthcare Products,Switzerland,SWX,MOVE,Medacta Group SA (SWX:MOVE),CH,,,,0.1396,0.22830999,0.125,PROFITABLE,MOVE.SW,,True
Medical Devices,Healthcare Products,Switzerland,SWX,MED,Medartis Holding AG (SWX:MED),CH,,,,0.03101,0.03423,0.29,PROFITABLE,MED.SW,,True
Medical Devices,Healthcare Products,Switzerland,SWX,METN,Metall Zug AG (SWX:METN),CH,,,,-0.07828,-0.03573,-0.018,NOT-PROFITABLE,METN.SW,,False
Medical Devices,Healthcare Products,Switzerland,NasdaqGS,NVCR,NovoCure Limited (NasdaqGS:NVCR),CH,,,,-0.21248,-0.43217,0.156,NOT-PROFITABLE,NVCR,,True
Medical Devices,Healthcare Products,Switzerland,SWX,SOON,Sonova Holding AG (SWX:SOON),CH,,,,0.11942001,0.20524,,PROFITABLE,SOON.SW,,False
Medical Devices,Healthcare Products,Switzerland,SWX,STMN,Straumann Holding AG (SWX:STMN),CH,,,,0.13661,0.17014,0.022,PROFITABLE,STMN.SW,,False
Medical Devices,Healthcare Products,Switzerland,SWX,YPSN,Ypsomed Holding AG (SWX:YPSN),CH,,,,0.3036,0.31086,-0.133,PROFITABLE,YPSN.SW,,False
Medical Devices,Healthcare Products,Switzerland,SWX,MEDX,medmix AG (SWX:MEDX),CH,,,,0.00023,0.00209,-0.049,PROFITABLE,MEDX.SW,,False
Medical Devices,Healthcare Products,Taiwan,TWSE,6918,"A Plus Biotechnology Co., Ltd. (TWSE:6918)",TW,,,,0.20172001,0.17461,0.117,PROFITABLE,6918.TW,,True
Medical Devices,Healthcare Products,Taiwan,TPEX,6758,"A-SPINE Asia Co., Ltd. (TPEX:6758)",TW,,,,0.0,,,UNVERIFIED,6758.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4735,AViTA Corporation (TPEX:4735),TW,,,,0.13525,0.12555,0.082,PROFITABLE,4735.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4188,AmCad BioMed Corporation (TPEX:4188),TW,,,,-1.78591,-0.11218,-0.058,NOT-PROFITABLE,4188.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,7575,"Amed Co., Ltd. (TPEX:7575)",TW,,,,0.0,,,UNVERIFIED,7575.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TWSE,1733,Apex Biotechnology Corp. (TWSE:1733),TW,,,,0.10193,0.10436,-0.077,PROFITABLE,1733.TW,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4116,BenQ Medical Technology Corporation (TPEX:4116),TW,,,,0.02161,0.12953,0.071,PROFITABLE,4116.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6850,BiOptic Inc. (TPEX:6850),TW,,,,0.0,,,UNVERIFIED,6850.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TWSE,4737,Bionime Corporation (TWSE:4737),TW,,,,-0.14051,-0.11983,-0.158,NOT-PROFITABLE,4737.TW,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4161,Bioptik Technology Incorporation (TPEX:4161),TW,,,,0.08541001,0.07796,0.146,PROFITABLE,4161.TWO,,True
Medical Devices,Healthcare Products,Taiwan,TPEX,4107,Bioteque Corporation (TPEX:4107),TW,,,,0.25406998,0.16614,0.054,PROFITABLE,4107.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4744,CVC Technologies Inc. (TPEX:4744),TW,,,,0.080740005,0.09488,-0.147,PROFITABLE,4744.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,7726,"Carilex Medical, Inc. (TPEX:7726)",TW,,,,0.0,,,UNVERIFIED,7726.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6527,Crystalvue Medical Corporation (TPEX:6527),TW,,,,0.16991,0.14946,-0.151,PROFITABLE,6527.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6762,Delta Asia International Corporation (TPEX:6762),TW,,,,0.025910001,0.01352,0.061,PROFITABLE,6762.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6815,"Diamond Biotechnology Co., Ltd (TPEX:6815)",TW,,,,-0.14021,-0.12072,-0.517,NOT-PROFITABLE,6815.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4138,Dynamic Medical Technologies Inc. (TPEX:4138),TW,,,,0.10443,0.09743,-0.024,PROFITABLE,4138.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4183,EPS Bio Technology Corp. (TPEX:4183),TW,,,,-0.023510002,-0.03618,-0.19,NOT-PROFITABLE,4183.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4171,GeneReach Biotechnology Corp. (TPEX:4171),TW,,,,-0.45288,-0.16500999,-0.004,NOT-PROFITABLE,4171.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6934,"HCmed Innovations Co., Ltd. (TPEX:6934)",TW,,,,,,,UNVERIFIED,6934.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TPEX,1781,"Health & Life Co., Ltd. (TPEX:1781)",TW,,,,-0.20427999,-0.2146,-0.206,NOT-PROFITABLE,1781.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TWSE,7799,Heron Neutron Medical Corp. (TWSE:7799),TW,,,,0.0,-0.07671,-0.717,NOT-PROFITABLE,7799.TW,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,7814,"Horien Biochemical Technology Co., Ltd. (TPEX:7814)",TW,,,,0.0,,,UNVERIFIED,7814.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6612,"ICARES Medicus, Inc. (TPEX:6612)",TW,,,,0.0373,-0.00525,0.003,NOT-PROFITABLE,6612.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4163,INTAI Technology Corporation (TPEX:4163),TW,,,,0.09596,0.08394,0.017,PROFITABLE,4163.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,7725,LabTurbo Biotech Corporation (TPEX:7725),TW,,,,0.0,,,UNVERIFIED,7725.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6730,"Lagis Enterprise Co., Ltd. (TPEX:6730)",TW,,,,0.13936,0.10524999,-0.01,PROFITABLE,6730.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6499,"Medeon Biodesign, Inc. (TPEX:6499)",TW,,,,-1.41704,-0.48113,0.122,NOT-PROFITABLE,6499.TWO,,True
Medical Devices,Healthcare Products,Taiwan,TWSE,6796,Medimaging Integrated Solution Inc. (TWSE:6796),TW,,,,-0.0095,-0.00794,0.103,NOT-PROFITABLE,6796.TW,,True
Medical Devices,Healthcare Products,Taiwan,Catalist,546,Medtecs International Corporation Limited (Catalist:546),TW,,,,-0.06034,-0.045619998,0.472,NOT-PROFITABLE,546.SI,,True
Medical Devices,Healthcare Products,Taiwan,TPEX,3184,MicroBase Technology Corp. (TPEX:3184),TW,,,,0.14237,0.04686,-0.055,PROFITABLE,3184.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,6872,NaviFUS Corp. (TPEX:6872),TW,,,,0.0,,,UNVERIFIED,6872.TWO,yfinance_data_gap,False
Medical Devices,Healthcare Products,Taiwan,TWSE,4155,"OK Biotech Co., Ltd. (TWSE:4155)",TW,,,,0.07397,0.051570002,-0.069,PROFITABLE,4155.TW,,False
Medical Devices,Healthcare Products,Taiwan,TPEX,4126,"Pacific Hospital Supply Co., Ltd (TPEX:4126)",TW,,,,0.17938,0.15505,0.066,PROFITABLE,4126.TWO,,False
Medical Devices,Healthcare Products,Taiwan,TWSE,6491,Pegavision Corporation (TWSE:6491),TW,,,,0.23556,0.16514,0.3,PROFITABLE,6491.TW,,True
Medical Devices,Healthcare Products,Taiwan,TPEX,6543,"Perfect Medical Industry Co., Ltd. (TPEX:6543)",TW,,,,0.06964,0.06669,0.109,PROFITABLE,6543.TWO,,True
